question_id	question_text
2331	Why was Ohio allowed to be admitted as a state under the Northwest Ordinance?
584	Why is Poland's economy considered one of the largest and fastest growing post-Communist economies in Europe?
3712	How has Baseball grown throughout Latin America?
4032	What are some notable omissions of the Nobel Peace Prize?
1761	"How Does The Idea Of ""Free Markets"" Relate To Economic Equilibrium""?"
2695	What was the significance of the Roman occupation of Scotland?
3333	How did Panama become the independent country it is today?
3988	What role did Scotland have in World War I.
1416	What sorts of responsibilities do university proctors have?
3634	How has Microsoft attempted to keep up with smart phone competitors Apple and Google?
3541	"How did the slang term ""quid"" come about?"
981	Why have larger Indonesian cities adopted multiculturalism?
2986	How does divine healing fit into the Pentacostal theology?
1939	What are the duties of the department of state?
1457	What attributes of Western Europe geography contribute to its oceanic climate?
519	In what ways has Latvia practiced environmental conservation?
2878	What were the results of the Russo-Turkish war?
2640	How does a unicameral legislature make the law making process more efficient?
2757	What are some of the factors that allow deforestation to occur on a large scale?
3777	How have governments tried to manipulate fertility rates?
1484	How does Time Magazine reach out to children?
3141	Why reform the Roman Catholic Church?
3188	how are deciduous forest advantageous and disadvantageous?
2933	What are the characteristics of heavy metal?
1914	Why did the US withdraw from Afghanistan in 2013?
2378	What Exactly Do We Know About The Hebrew Language Histrical Evolution?
2498	What were the main ideological focuses of Margaret Thatcher?
2804	How can ecoregions be categorized?
2230	Why did the establishment of Latin American relate to the Latin language?
153	What were the effects of WWII on the city of Hamburg?
3901	How did the arrival of Thomas Stamford Raffles effect the population growth and makeup of Singapore?
173	What was the effect of the USSR's influence on emigration from Eastern Bloc countries?
819	What is cinema?
2601	What was Rome's original impact on Barcelona?
1947	What factors influence the amount of time it takes to earn a Bachelor's degree in the US?
3502	Why is Warsaw architecture unique?
313	How did Kennedy attempt to thwart the Viet Cong in Vietnam?
2626	What are some of the reasons why McDonald's decided to majorly remodel all of its restaurants in 2006?
947	How did American expansion influence the War of 1812?
310	How was Kennedy assassinated?
3408	What prompted the formation of the Congress of Vienna?
65	Why must bicylists be trained in the use of bicyles?
247	How does the Corruption Perceptions Index tie in with social and economic fairness?
1677	How did the Theatre des Champs-Elysees contribute to the prominence of art deco?
1380	What role did the United States Navy play in the War of 1812?
125	What defines a true canal??
2152	What effect did the Treaty of Rome play on the development of the EEC and the ECSC?
977	Why do multicultural ideologies and policies vary widely?
1423	What were the campaign costs of 2008?
3907	How did western colonialism affect Southeast Asia?
2780	"What is the definition of ""life expectancy""?"
1717	How is the starting team determined in Cricket?
2334	Why is written notation important in classical music?
4109	Would You Describe The Rocky Mountains For Us In A Breif Paragraph?
1885	What is the Mennonite's justification for their expressed opinion on capital punishment?
36	What is the significance of height above sea level?
3917	How did Cantonese spread through China?
2258	What were the first explorations of the Pacific Ocean?
556	What is the etymology of Albania?
3242	How is the per capita income used in comparisons?
2357	How are obstruents pronounced?
1475	How did new maritime trade routes by Western European states the Ottoman empire?
1657	How did dollar nicknames come about?
3564	How are crews arranged on the International Space Station?
653	Why might an independent run with a similar name as a party candidate?
3962	how extensively has the american independent cinema grown?
208	How was Germany founded?
298	What is the role of state religion in the Middle East?
3197	How is the Royal Navy organized?
2955	What did David Hackett Fischer propose about the formation of the cultures of White Americans?
1179	What type of government is in the country of Georgia?
1685	How did the first color televisions arise?
348	What is the significance of chess in Israel?
979	Why was The White Australia Policy dismantled after World War II?
1745	How Do Counties Acquire Their Particular Names?
1207	What were the effects of the Trans Siberian railway?
3874	How did the 14 points come into play at the end of the war?
984	Why does the Olympics have an environmental impact?
433	What contributed to the standardized Italalian language it is today?
3672	What were the four main points of Methodism taught by John Wesley
3041	What are the historical origins of public transportation?
